"taxon","habit","root_system","height_min","height_low","height_high","height_max","height_unit","inflorescence_type","inflorescence_shape","inflorescence_length_min","inflorescence_length_low","inflorescence_length_high","inflorescence_length_max","inflorescence_length_unit","inflorescence_width_min","inflorescence_width_low","inflorescence_width_high","inflorescence_width_max","inflorescence_width_unit","inflorescence_peduncle_length_min","inflorescence_peduncle_length_low","inflorescence_peduncle_length_high","inflorescence_peduncle_length_max","inflorescence_peduncle_length_unit","flower_merosity","pedicel_length_min","pedicel_length_low","pedicel_length_high","pedicel_length_max","pedicel_length_unit","pedicel_width_min","pedicel_width_low","pedicel_width_high","pedicel_width_max","pedicel_width_unit","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","calyx_length_min","calyx_length_low","calyx_length_high","calyx_length_max","calyx_length_unit","calyx_lobe_length_min","calyx_lobe_length_low","calyx_lobe_length_high","calyx_lobe_length_max","calyx_lobe_length_unit.","corolla_length_min","corolla_length_low","corolla_length_high","corolla_length_max","corolla_length_unit","corolla_lobe_length_min","corolla_lobe_length_low","corolla_lobe_length_high","corolla_lobe_length_max","corolla_lobe_length_unit","corolla_lobe_width_min","corolla_lobe_width_low","corolla_lobe_width_high","corolla_lobe_width_max","corolla_lobe_width_unit","stamen_count","filament_length_min","filament_length_low","filament_length_high","filament_length_max","filament_length_unit","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence"
"Mimosa_humifusa","subshrub","thick woody root","1",NA,"2.5",NA,"dm","capitula","subglobose",NA,"5","5",NA,"mm",NA,NA,NA,NA,NA,NA,"12","23",NA,"mm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"pappiform","0.4","0.4","0.7","0.7","mm",NA,NA,NA,NA,"","1.4",NA,"2.2",NA,"mm",NA,"0.7",NA,NA,"mm","0.3",NA,"0.45",NA,"mm","4",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_paupera","perennial herbs","branched subterranean caudex surmounting a fusiform or massive cylindric woody root",NA,"1","5","7","dm","capitula","ellipsoid or subglobose",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"3","3","8","9","cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"0.1","0.2",NA,"mm",NA,NA,NA,NA,"",NA,"1.6","2.6",NA,"mm","0.5","0.75",NA,NA,"mm",NA,NA,NA,NA,"","4",NA,NA,NA,NA,"mm","pink-lilac",NA,NA,"","",NA,""
"Mimosa_paupera_paupera","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_paupera_dives","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_falcipinna","subshrub","xylopodium and a carrot-shaped woody root","1","2","4.5","6","dm","capitula","ovoid or subglobose",NA,"6","7.5","8","mm",NA,NA,NA,NA,NA,"3",NA,"9",NA,"cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"membranous collar",NA,"0.1","0.15",NA,"mm",NA,NA,NA,NA,"",NA,"2.4","3.2",NA,"mm","0.6","0.8",NA,NA,"mm","0.5","0.5","0.7","0.7","mm","4",NA,"6","8",NA,"mm","pink",NA,NA,"","",NA,""
"Mimosa_distans","subshrubs and suffruticose Herbs","","1.5","3","11","15","dm","capitula","globose or plumply ellipsoid",NA,"6","7",NA,"mm",NA,NA,NA,NA,NA,"2",NA,"6.5","7.5","cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"membranous",NA,"0.15","0.25",NA,"mm",NA,NA,NA,NA,"","2","2","3.2","3.2","mm","0.6","1.1","1.1",NA,"mm","0.4","0.4","0.6","0.6","mm","4","4.5","4.5","8","8","mm","pink",NA,NA,"","",NA,""
"Mimosa_distans_distans","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_distans_distans","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_distans_neuroloma","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_distans_elongata","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_distans_elongata","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_distans_elongata","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_distans_paraguariensis","subshurb","",NA,"2","4",NA,"dm","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_distans_quadripinna","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_distans_terezinae","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_ramentacea","shrubs","",NA,"1",NA,NA,"m","capitula","subglobose",NA,"4.5","5",NA,"mm",NA,NA,NA,NA,NA,"6","6","14","14","mm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"2.5","2.5",NA,"mm","1","1",NA,NA,"mm",NA,"0.5","0.5",NA,"mm","4",NA,"4",NA,NA,"mm","pink",NA,NA,"","",NA,""
"Mimosa_niederleinii","subshrub","",NA,NA,"1",NA,"m","fl-spikes","cylindric","10","12","25",NA,"mm",NA,NA,NA,NA,NA,"1.5",NA,"3.5",NA,"cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"0.4","0.7",NA,"mm",NA,NA,NA,NA,"","1.5","1.5","2.1","2.1","mm","0.5","0.7","0.7",NA,"mm","0.3","0.3","0.5","0.5","mm","4","4.5","4.5","5","5","mm","pink",NA,NA,"","",NA,""
"Mimosa_pseudolepidota","","",NA,"700","900",NA,"m","spikes","","12",NA,"17",NA,"mm",NA,NA,NA,NA,NA,NA,"1","2",NA,"cm","",NA,"1","2",NA,"cm",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate tube",NA,"0.7","0.7",NA,"mm",NA,NA,NA,NA,"",NA,"1.3","1.3",NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_kuhnisteroides","subshrubs","",NA,NA,"1",NA,"m","fl-spikes","","10","10","14","14","mm",NA,NA,NA,NA,NA,NA,"4.5","7.5",NA,"cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate","0.7","0.7","1.1","1.1","mm","0.4","0.4","0.7","0.7","mm",NA,"2","2.4",NA,"mm","0.7","1",NA,NA,"mm",NA,"0.5","0.7",NA,"mm","4",NA,"5.5","9.5",NA,"mm","",NA,NA,"","",NA,""
"Mimosa_axillaris","shrub or shrublet","",NA,NA,NA,NA,"","capitula","moriform",NA,"5","5.5",NA,"mm",NA,NA,NA,NA,NA,"2.5","2.5","3.5","3.5","cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"paleaceous-pappiform",NA,"1","1",NA,"mm",NA,NA,NA,NA,"","1.8","1.8","2.3","2.3","mm","0.65","0.8",NA,NA,"mm",NA,"0.4","0.5",NA,"mm","4",NA,"4",NA,NA,"mm","pink",NA,NA,"","",NA,""
"Mimosa_dryandroides","shrubs","",NA,NA,"17",NA,"dm","capitula","ellipsoid or shortly cylindric","7","7","15","15","mm",NA,NA,NA,NA,NA,"1.5","1.5","2.5","2.5","cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"paleaceous-pappiform","0.8","0.8","2","2","mm","0.3","0.3","0.3","0.3","mm",NA,"2.2","2.7",NA,"mm","0.8","1.1",NA,NA,"mm",NA,"0.6","0.8",NA,"mm","4",NA,"6","8.5",NA,"mm","lilac-pink",NA,NA,"","",NA,""
"Mimosa_dryandroides_dryandroides","","","1360",NA,"1600",NA,"m","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_dryandroides_extratropica","","",NA,NA,NA,NA,"","capitulis","oblongo-cylindricis",NA,"2","3",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"0.8","1",NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_perdusenii","subshrubs","",NA,"6",NA,NA,"dm","capitula","globose",NA,"5","6",NA,"mm",NA,NA,NA,NA,NA,"1",NA,"2.5",NA,"cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"membranous",NA,"0.15","0.25",NA,"mm",NA,NA,NA,NA,"","2","2","2.7","2.7","mm","0.7","0.8","0.8",NA,"mm","0.4","0.4","0.5","0.5","mm","4","3.5","3.5","4.5","4.5","mm","pink",NA,NA,"","",NA,""
"Mimosa_dutrae","herbs","rooting at random nodes",NA,NA,"3",NA,"dm","fl-spikes","cylindric","10","10","18","18","mm",NA,NA,NA,NA,NA,"4","4","11","11","cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"paleaceous","0.8","0.8","1","1","mm",NA,NA,NA,NA,"","2","2","2.3","2.3","mm","1","1",NA,NA,"mm",NA,"0.75","0.75",NA,"mm","4",NA,"4","4",NA,"mm","pink",NA,NA,"","",NA,""
"Mimosa_widgrenii","herbs","",NA,"7","10",NA,"dm","capitula","globose","5","5","10",NA,"mm",NA,NA,NA,NA,NA,"1",NA,"3.5",NA,"cm","4-merous","1",NA,"3.5",NA,"cm",NA,NA,NA,NA,"",NA,NA,NA,NA,"paleaceous-pappiform",NA,NA,NA,NA,"",NA,"1","1.4",NA,"mm",NA,NA,NA,NA,"mm","0.85","1",NA,NA,"mm","0.45","0.55","1",NA,"mm","4",NA,"6","6",NA,"mm","pink",NA,NA,"","",NA,""
"Mimosa_diffusa","swbshrub","",NA,NA,"5",NA,"dm","capitula","subglobose",NA,"5.5","6",NA,"mm",NA,NA,NA,NA,NA,"1.5",NA,"3",NA,"cm","4-merous","1.5",NA,"3",NA,"cm",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",NA,NA,NA,NA,"mm",NA,NA,NA,NA,"",NA,"2.2","2.4",NA,"mm","0.7","0.7",NA,NA,"mm",NA,"0.5","0.5",NA,"mm","4",NA,"3","3",NA,"mm","unknown",NA,NA,"","",NA,""
"Mimosa_modesta","herbs","woody root-crown","1.5",NA,"20",NA,"dm","capitula","subspherical",NA,"6","9","9.5","mm",NA,NA,NA,NA,NA,NA,"3","12",NA,"cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","0.5","0.7",NA,NA,"mm",NA,"0.4","0.55",NA,"mm","4",NA,"5","8",NA,"mm","bright pink",NA,NA,"","",NA,""
"Mimosa_modesta_modesta","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"3","11",NA,"cm","",NA,"3","11",NA,"cm",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"2","2.9",NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_modesta_ursinoides","","","7","600","1100",NA,"m","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"4","12",NA,"cm","",NA,"4","12",NA,"cm",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"33.3","33.3",NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_honesta","subshrub","woody base",NA,"2.5","4",NA,"dm","capitula","subglobose",NA,"8","10",NA,"mm",NA,NA,NA,NA,NA,"2",NA,"5",NA,"cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"pappiform",NA,"2","2",NA,"mm",NA,NA,NA,NA,"",NA,"2.8","3.9",NA,"mm","0.7","1",NA,NA,"mm",NA,NA,NA,NA,"","4",NA,"4","5.3",NA,"mm","deep pink or lilac-purple",NA,NA,"","",NA,""
"Mimosa_skinneri","short-lived perennial herbs","",NA,"0.1","0.6","1","m","capitula","ellipsoid or globose",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"2",NA,"7",NA,"cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"0.1","0.3",NA,"mm",NA,NA,NA,NA,"","1.7","1.7","2.4","2.4","mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","4",NA,"4","6","7","mm","pink",NA,NA,"","",NA,""
"Mimosa_skinneri_desmodioides","","","280",NA,"700",NA,"m","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_skinneri_minima","","",NA,NA,NA,NA,"","capitulum","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_skinneri_carajarum","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_skinneri_skinneri","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,""
"Mimosa_ursina","monocarpic herbs","",NA,"1","6",NA,"dm","capitula","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"7","9","22",NA,"mm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"cup",NA,NA,"0.2",NA,"mm",NA,NA,NA,NA,"",NA,"1.5","2.2",NA,"mm","0.4","0.5",NA,NA,"mm",NA,NA,NA,NA,"","4",NA,"2","4",NA,"mm","pinkish",NA,NA,"","",NA,""
"Mimosa_viva","herb","knotty subterranean caudex",NA,NA,NA,NA,"","capitula","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"2","5","25",NA,"mm","4-merous","2","5","25",NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",NA,"0.3","0.45",NA,"mm",NA,"0.15","0.2",NA,"mm","1.5","1.7","2.4",NA,"mm","0.6","0.9",NA,NA,"mm","0.4","0.4","0.4",NA,"mm","4","2.5",NA,"4",NA,"mm","whitish",NA,NA,"","",NA,""
"Hydrochorea_acreana","tree","","25",NA,NA,"30","m","umbiliform racemes","corymbose-paniculate or umbiliform racemes","",NA,NA,NA,"mm",NA,NA,NA,NA,"mm",NA,"20","33",NA,"mm","","2.5","5",NA,NA,"mm",NA,NA,NA,NA,"","","","","","",NA,"2","4.5",NA,"mm",NA,"0.4","8",NA,"mm",NA,"4","7",NA,"mm",NA,"1","14",NA,"mm",NA,"0.8","0.9",NA,"mm","10(12)",NA,"12","15.5",NA,"mm","","","","","","",""
"Abarema_cochliacarpos","tree, shrubs","","2",NA,NA,"30","m","capitula","","",NA,NA,NA,"",NA,NA,NA,NA,"","30","40","115",NA,"mm","5",NA,NA,NA,NA,"mm",NA,NA,NA,NA,"","","","","","",NA,"1.6","2.2","2.8","mm",NA,"0.2","0.5",NA,"mm",NA,"5.5","6.5",NA,"mm",NA,"1.5","2.2",NA,"mm",NA,"0.7","1",NA,"mm","20(25)",NA,"13","16",NA,"mm","","","","","","",""
"Jupunba_langsdorffii","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Vachellia_abyssinica","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Mariosousa_acatlensis","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Senegalia_adenocalyx","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Vachellia_allenii","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Vachellia_amythethophylla","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Acaciella_angustissima","shrubs, trees","",NA,NA,NA,NA,"","racemes","capitulum like racemes","600",NA,NA,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Senegalia_anisophylla","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Senegalia_asak","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Senegalia_ataxacantha","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Vachellia_bellula","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Senegalia_berlandieri","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Vachellia_biaciculata","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Vachellia_bilimekii","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Senegalia_bonariensis","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Vachellia_brandegeeana","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
"Senegalia_brevispica","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","",""
