"taxon","habit","root_system","inflorescence_type","inflorescence_shape","flower_merosity","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","stamen_count","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence","height_mean","inflorescence_length_mean","inflorescence_width_mean","inflorescence_peduncle_length_mean","pedicel_length_mean","pedicel_width_mean","calyx_length_mean","calyx_lobe_length_mean","corolla_length_mean","corolla_lobe_length_mean","corolla_lobe_width_mean","filament_length_mean"
"Mimosa_fiebrigii","subarborescent shrubs","","capitula","ellipsoid","4-merous",NA,NA,NA,NA,"membranous","8","purple-pink",NA,NA,"","",NA,"",250,0.95,NA,1.45,NA,NA,0.055,0.02,0.2,0.1,0.07,0.35
"Mimosa_coruscocaesia","shrubs or subshrubs","","fl-spikes","amentiform","4-merous",NA,NA,NA,NA,"shallowly campanulate","8","pink",NA,NA,"","",NA,"",170,6,NA,NA,NA,NA,0.125,NA,0.25,0.15,0.095,0.475
"Mimosa_verrucosa","shrubs and bushy treelets","","fi-spikes","amentiform","4-merous",NA,NA,NA,NA,"broadly campanulate","8","pink",NA,NA,"","",NA,"",350,10.25,NA,NA,NA,NA,0.12,0.035,0.29,0.13,0.085,0.625
"Mimosa_schomburgkii","trees","","fi-spikes","narrow amentiform","4- or 5-merous",NA,NA,NA,NA,"campanulate","8(10)","white",NA,NA,"","",NA,"",850,6.5,NA,NA,NA,NA,0.105,0.0175,0.225,0.12,0.07,0.4
"Mimosa_schomburgkii","trees","","fi-spikes","amentiform","4-merous",NA,NA,NA,NA,"campanulate","8","white",NA,NA,"","",NA,"",1850,8.75,NA,NA,NA,NA,0.125,0.0175,0.345,0.13,0.07,0.375
"Mimosa_trianae","Trees","","fi-spikes","amentiform","4-merous",NA,NA,NA,NA,"campanulate","8","whitish",NA,NA,"","",NA,"",1000,7,NA,NA,NA,NA,0.08,0.01,0.2,0.1,0.065,0.4
"Mimosa_bimucronata","Trees and bushy treelets","","capitula","globose","4 (5)-merous",NA,NA,NA,NA,"campanulate","8(10)","white",NA,NA,"","",NA,"",550,NA,NA,1.8,NA,NA,0.0725,0.01,0.24,0.11,0.07,0.525
"Mimosa_bimucronata","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_bimucronata","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_pseudosepiaria","bushy treelets","","capitula","globose","4(-5)-merous",NA,NA,NA,NA,"campanulate","8(10)","white",NA,NA,"","",NA,"",350,NA,NA,1.05,NA,NA,0.0575,NA,0.23,0.12,0.07,0.375
"Mimosa_exalbescens","shrubs and small bushy trees","","capitula","globose","3-merous",NA,NA,NA,NA,"campanulate","6","white",NA,NA,"","",NA,"",300,0.45,NA,0.95,NA,NA,0.0725,0.025,0.22,0.1,0.07,0.4
"Mimosa_hexandra","arborescent shrubs and trees","","capitula","globose","either all 3-merous or mixed 3- and 4-merous, or (exceptionally) largely 4-merous",NA,NA,NA,NA,"membranous","6","white",NA,NA,"","",NA,"",400,NA,NA,1.5,NA,NA,0.095,0.035,0.23,0.11,0.0775,0.55
"Mimosa_lewisii","shrubs","","capitula","ovoid or hemispherical","4- or randomly 5-merous",NA,NA,NA,NA,"campanulate","8","whitish",NA,NA,"","",NA,"",325,NA,NA,3.5,NA,NA,0.235,0.06,0.5,0.2,NA,0.35
"Mimosa_paraibana","subsarmentose shrubs and trees","","capitula","globose or plumply ellipsoid or oblong","4-merous",NA,NA,NA,NA,"campanulate","8","pink",NA,NA,"","",NA,"",900,0.45,NA,1.75,NA,NA,0.1,NA,0.26,0.13,0.07,0.45
"Mimosa_cubatanensis","tree","","capitula","globose","",NA,NA,NA,NA,"campanulate","","white",NA,NA,"","",NA,"",500,12.5,NA,1.1,1.1,NA,0.055,NA,0.265,0.1,0.065,0.325
"Mimosa_catharinensis","Scandent shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","white",NA,NA,"","",NA,"",20,20,NA,2.5,2.5,NA,0.12,NA,0.31,0.12,0.08,NA
"Mimosa_caduca","Trees","","capitula","subglobose or ellipsoid","4-merous",NA,NA,NA,NA,"campanulate","8","",NA,NA,"","",NA,"",700,0.8,NA,1.45,NA,NA,0.13,0.02,0.28,0.11,0.07,0.45
"Mimosa_troncosoae","Trees","","pseudoraceme of globose capitula","globose","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",600,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA
"Mimosa_torresiae","shrubs or treelets","","capitula","globose","5-merous",NA,NA,NA,NA,"campanulate","10","? white",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,0.15,0.015,0.38,0.2,0.08,0.45
"Mimosa_leucaenoides","shrubs and treelets","","capitula","globose","4-merous",NA,NA,NA,NA,"narrowly campanulate","8","pink",NA,NA,"","",NA,"",450,NA,NA,2,NA,NA,0.13,0.02,0.295,NA,NA,0.4
"Mimosa_martindelcampoi","shrubs","","capitula","globose","4- or 5-merous",NA,NA,NA,NA,"campanulate","8(10)","pink",NA,NA,"","",NA,"",NA,NA,NA,1.9,NA,NA,0.09,0.01,0.31,NA,NA,0.375
"Mimosa_ervendbergii","vines and scandent shrubs","","capitula","globose","4-5-merous",NA,NA,NA,NA,"campanulate","8(10)","white",NA,NA,"","",NA,"",200,NA,NA,NA,NA,NA,0.165,0.035,0.32,NA,NA,0.525
"Mimosa_sinaloensis","vines","","capitula","globose","5-merous",NA,NA,NA,NA,"deeply campanulate","10","white",NA,NA,"","",NA,"",700,NA,NA,NA,NA,NA,0.16,0.02,0.33,NA,NA,0.35
"Mimosa_hondurana","vines","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","white",NA,NA,"","",NA,"",300,NA,NA,NA,NA,NA,0.06,NA,2.15,NA,NA,NA
"Mimosa_malacophylla","subshrubs","","capitula","ellipsoid or subglobose","(4-)5-merous",NA,NA,NA,NA,"campanulate","8(10)","white",NA,NA,"","",NA,"",450,0.95,NA,1.4,0.03,NA,0.045,NA,0.225,NA,NA,0.425
"Mimosa_parvifoliolata","Sarmentose microphyllidious shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","whitish",NA,NA,"","",NA,"",NA,0.5,NA,1.25,1.25,NA,0.07,NA,0.175,NA,NA,0.2
"Mimosa_diplacantha","shrubs","","capitula","globose or ellipsoid","4—5-merous",NA,NA,NA,NA,"narrowly vase-shaped","6","white",NA,NA,"","",NA,"",85,NA,NA,NA,0.035,NA,0.09,NA,NA,0.13,0.085,NA
"Mimosa_domingensis","shrubs","","capitula","subglobose or ovoid","4-5-merous",NA,NA,NA,NA,"campanulate","","white",NA,NA,"","",NA,"",600,NA,NA,2.15,NA,NA,0.09,0.0125,0.3,0.12,0.07,0.35
"Mimosa_ekmanii","shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","lilac-pink",NA,NA,"","",NA,"",250,0.45,NA,2.05,2.05,NA,0.08,NA,0.23,0.1,0.08,0.275
"Mimosa_fagaracantha","shrubs","","capitula","globose","4-5-androus",NA,NA,NA,NA,"narrowly campanulate","4","pink",NA,NA,"","",NA,"",200,NA,NA,0.95,0.95,NA,0.09,0.02,0.215,0.08,0.05,0.3
"Mimosa_leonardii","Shrubs","","capitula","globose","4—-5-merous",NA,NA,NA,NA,"campanulate","6","whitish",NA,NA,"","",NA,"",NA,NA,NA,0.75,0.75,NA,0.06,NA,0.205,0.09,0.065,0.275
"Mimosa_extranea","shrubs or treelets","","capitula","globose","4-S-merous",NA,NA,NA,NA,"narrowly campanulate","","white",NA,NA,"","",NA,"",225,0.5,NA,2.2,2.2,NA,0.09,0.02,0.27,0.13,0.06,0.275
"Mimosa_bahamensis","shrubs and treelets","","capitula","globose","4(-5)-merous",NA,NA,NA,NA,"campanulate","8(10)","pink",NA,NA,"","",NA,"",325,NA,NA,1.1,NA,NA,0.115,0.02,0.28,0.11,0.08,0.375
"Mimosa_farinosa","shrubs and treelets","","capitula","globose","4-merous",NA,NA,NA,NA,"submembranous","8","white",NA,NA,"","",NA,"",300,NA,NA,1.25,NA,NA,0.06,0.02,0.275,0.13,0.08,0.395
"Mimosa_castanoclada","shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","pale pink",NA,NA,"","",NA,"",210,0.625,NA,0.9,0.9,NA,0.045,0.015,0.24,0.09,0.07,0.4
"Mimosa_detinens","arborescent shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","white",NA,NA,"","",NA,"",300,NA,NA,1.45,NA,NA,0.125,NA,0.27,0.13,0.07,0.325
"Mimosa_ostenii","Arborescent shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"turbinate-campanulate","8","white",NA,NA,"","",NA,"",350,NA,NA,NA,0.01,NA,0.14,0.025,0.355,0.13,NA,0.325
"Mimosa_ephedroides","shrubs","","capitula","globose","4(5-)-merous",NA,NA,NA,NA,"campanulate","8(10)","white",NA,NA,"","",NA,"",200,NA,NA,1,0.03,NA,NA,0.035,0.295,NA,NA,0.55
"Mimosa_echinocaula","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"cup","8","pink",NA,NA,"","",NA,"",NA,NA,NA,2.4,NA,NA,0.0325,NA,0.265,0.12,NA,0.475
"Mimosa_diplotricha","Herbs and subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","pink",NA,NA,"","",NA,"",NA,NA,NA,1.05,NA,NA,0.03,NA,0.205,0.095,0.0525,0.4
"Mimosa_diplotricha_diplotricha","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_diplotricha_odibilis","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_supravisa","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"","8","pink",NA,NA,"","",NA,"",NA,NA,NA,1.9,NA,NA,0.0225,NA,0.21,0.09,0.0525,0.375
"Mimosa_selloi","herbs","","capitula","subglobose","4-merous",NA,NA,NA,NA,"turbinate-campanulate","8","?pink",NA,NA,"","",NA,"",100,0.55,NA,2.75,NA,NA,0.05,0.015,0.23,0.15,0.07,0.35
"Mimosa_suburbana","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","pink",NA,NA,"","",NA,"",95,NA,NA,2.25,NA,NA,0.045,NA,0.225,NA,NA,0.325
"Mimosa_pinetorum","subshrub","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","",NA,NA,"","",NA,"",150,NA,NA,2.25,NA,NA,0.03,0.01,0.23,0.11,0.06,0.375
"Mimosa_maracayuensis","herbaceous","slender woody","capitula","globose","4-merous",NA,NA,NA,NA,"short-campanulate","8","pink",NA,NA,"","",NA,"",135,NA,NA,6.5,NA,NA,0.03,NA,0.27,0.14,0.07,0.475
"Mimosa_gracilis","herbs","woody, when young carrot-like, in age knotty and amorphous","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","vivid pink or lilac-pink",NA,NA,"","",NA,"",80,NA,NA,2.75,NA,NA,0.03,NA,0.2,0.17,NA,0.4
"Mimosa_gracilis_capillipes","humifuse","root-stock","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,2.5,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA
"Mimosa_gracilis_capillipes","","rootstock","capitula","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_gracilis_invisiformis","","","capitulum","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_gracilis_gracilis","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_gracilis_gracilis","humifuse","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_gracilis_brevissima","Stems at first anthesis tufted 1-4 dm, later diffusely elongating or humifuse","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_gracilis_filiformis","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_gracilis_filiformis","humifuse","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_gracilis_stipitata","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_gracilis_longipes","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_gracilis_leiocarpa","Stems humifuse","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_burchellii","Herbaceous","taproot","capitula","globose","4-merous",NA,NA,NA,NA,"truncate","8","pink",NA,NA,"","",NA,"",NA,NA,NA,1.75,NA,NA,0.02,NA,0.2,0.09,NA,0.375
"Mimosa_pratincola","perennial herbs","","capitula","globose or plumply ellipsoid","4-merous",NA,NA,NA,NA,"","4","pink",NA,NA,"","",NA,"",100,NA,NA,350,NA,NA,0.06,NA,0.3,0.18,NA,0.45
"Mimosa_gatesiae","herb","knotty caudex either terminating or lateral to an oblique woody rootstock to 5 mm diam. or from a thick-topped xylopodium","capitula","globose","4-merous",NA,NA,NA,NA,"","8","pale or vivid pink",NA,NA,"","",NA,"",20,NA,NA,1.4,NA,NA,0.0525,NA,0.21,0.12,NA,0.325
"Mimosa_cuiabensis","herb","xylopodium","capitula","globose moriform","4-merous",NA,NA,NA,NA,"","8","pink",NA,NA,"","",NA,"",120,NA,NA,1,NA,NA,0.06,NA,0.225,0.15,NA,0.3
"Mimosa_multiceps","herbs","woody","capitula","subglobose","4-5(-6)-merous",NA,NA,NA,NA,"campanulate","diplostemonous","pink",NA,NA,"","",NA,"",NA,NA,NA,3.75,NA,NA,0.045,NA,0.3,0.1,NA,0.65
"Mimosa_piptoptera","suffrutescent Aerbs","carrot-like root","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","pink",NA,NA,"","",NA,"",47.5,0.45,NA,NA,1.75,NA,0.035,NA,0.225,0.13,NA,0.35
"Mimosa_paucifolia","herbs","woody","capitula","globose","4-merous",NA,NA,NA,NA,"","8","pink",NA,NA,"","",NA,"",32.5,NA,NA,3,NA,NA,0.03,NA,0.175,0.12,NA,0.375
"Mimosa_paucifolia_paucifolia","","","capitula","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",80000,0.475,NA,NA,NA,NA,0.04,NA,0.215,NA,NA,0.475
"Mimosa_paucifolia_scoparia","","","capitula","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,0.375,NA,NA,NA,NA,NA,NA,0.16,NA,NA,0.25
"Mimosa_phyllodinea","herbs","carrot-shaped woody","capitula","globose","4-merous",NA,NA,NA,NA,"","8","pink",NA,NA,"","",NA,"",32.5,NA,NA,2.15,NA,NA,0.035,NA,0.23,0.11,NA,0.525
"Mimosa_phyllodinea_phyllodinea","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_phyllodinea_phyllorrhoea","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_equisetum","kerbs","shortly branched subterranean caudex","capitula","globose","merous",NA,NA,NA,NA,"","","pink",NA,NA,"","",NA,"",20,0.65,NA,3.75,3.75,NA,0.045,0.0175,0.325,0.14,0.08,0.675
"Mimosa_flabellifolia","herbs","xylopodium","capitula","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",27.5,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_adenocarpa","shrubs and subshrubs","","capitula","moriform","4-merous",NA,NA,NA,NA,"campanulate","8","pink",NA,NA,"","",NA,"",250,0.575,NA,2,NA,NA,0.035,NA,0.27,0.09,NA,0.55
"Mimosa_orthocarpa","","","capitula","moriform","4-merous",NA,NA,NA,NA,"campanulate","8","pink",NA,NA,"","",NA,"",NA,0.75,NA,2,NA,NA,0.035,NA,0.27,0.09,NA,0.55
"Mimosa_corynadenia","shrub or subshrub","","capitula","globose or plumply ellipsoid","4-5-merous",NA,NA,NA,NA,"","8(10)","""white"" in Brazil, ""pink"" in Venezuela",NA,NA,"","",NA,"",NA,NA,NA,3.75,NA,NA,0.025,NA,0.265,0.11,0.08,0.575
"Mimosa_inamoena","shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","pink",NA,NA,"","",NA,"",100,0.325,NA,0.85,NA,NA,0.02,NA,0.18,0.08,0.06,0.25
"Mimosa_hypnodes","shrubs or subshrubs","","capitula","","4-merous",NA,NA,NA,NA,"","8","",NA,NA,"","",NA,"",105,NA,NA,NA,NA,NA,0.0375,NA,0.28,0.1,NA,NA
"Mimosa_tobatiensis","shrubs","","capitula","ellipsoid","4-merous",NA,NA,NA,NA,"campanulate","8","pink",NA,NA,"","",NA,"",100,0.9,NA,2.5,2.5,NA,0.0525,NA,0.26,0.13,0.085,0.45
"Mimosa_aureliana","shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","lilac-pink",NA,NA,"","",NA,"",200,NA,NA,1,1,NA,0.03,NA,NA,0.1,0.07,0.3
"Mimosa_uliginosa","shrubs and treelets","","capitula","ellipsoid","4-merous",NA,NA,NA,NA,"turbinate-campanulate","8","pink",NA,NA,"","",NA,"",250,0.8,NA,2.15,NA,NA,0.05,NA,0.235,0.12,0.0775,0.65
"Mimosa_glanduliseta","shrubs or subshrubs","","capitula","ellipsoid","4-merous",NA,NA,NA,NA,"shallowly campanulate","8","pink",NA,NA,"","",NA,"",50,0.95,NA,3,3.25,NA,0.035,NA,0.215,0.1,0.06,0.75
"Mimosa_paraguariae","subshrubs, small shrubs","slenderly fusiform woody root or xylopodium","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","pink",NA,NA,"","",NA,"",80,0.85,NA,5.25,5.25,NA,0.045,NA,0.375,0.13,0.08,NA
"Mimosa_paraguariae_paraguariae","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_paraguariae_paraguariae","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,0.275,0.275,NA,NA,NA,NA,NA,NA,0.275
"Mimosa_paraguariae_multiglandulosa","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_paraguariae_tomentosa","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_cordobensis","Ascending or trailing shrublets","","capitula","globose","4-merous",NA,NA,NA,NA,"turbinate","8","pink",NA,NA,"","",NA,"",70,0.65,NA,3.5,3.5,NA,0.05,NA,0.275,NA,NA,0.5
"Mimosa_iperoensis","shrubs or subshrubs","woody taproot or xylopodium","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","","pink",NA,NA,"","",NA,"",60,0.525,NA,2.5,2.5,NA,NA,NA,0.26,0.12,0.0675,0.45
"Mimosa_iperoensis_paradenia","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_iperoensis_iperoensis","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_kermesina","shrubs","","capitula","globose","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",100,NA,NA,1.35,1.35,NA,NA,NA,NA,NA,NA,NA
"Mimosa_cruenta","subshrubs","heavy woody rootstock","capitula","globose","(3-)4(-5)-merous",NA,NA,NA,NA,"campanulate","8","bright pink",NA,NA,"","",NA,"",100,NA,NA,2.6,NA,NA,0.095,0.0325,0.3,0.1,0.085,0.475
"Mimosa_pseudotrachycarpa","shrubs","","capitula","globose or plumply ellipsoid","4-merous",NA,NA,NA,NA,"campanulate","8","lilac-pink",NA,NA,"","",NA,"",105,0.7,NA,1.75,NA,NA,0.07,0.0175,0.255,0.1,0.08,0.475
"Mimosa_sanguinolenta","shrubs and subshrubs","xylopodium","capitula","subglobose","4(-5)-merous",NA,NA,NA,NA,"campanulate","8","pink",NA,NA,"","",NA,"",95,0.7,NA,2.15,NA,NA,0.05,0.015,0.295,0.15,0.085,NA
"Mimosa_hatschbachii","shrublets","","capitula","plumply ellipsoid or globose","4-merous",NA,NA,NA,NA,"campanulate","8","pink",NA,NA,"","",NA,"",40,0.475,NA,3.5,NA,NA,0.04,NA,0.24,0.1,0.06,0.095
"Mimosa_uraguensis","shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","vivid pink",NA,NA,"","",NA,"",300,2.5,NA,2.5,NA,NA,0.075,NA,0.305,0.09,NA,0.525
"Mimosa_bracteolaris","herbaceous","woody root","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","pink",NA,NA,"","",NA,"",35,0.65,NA,2,NA,NA,0.05,NA,0.27,0.09,NA,0.4
"Mimosa_implexa","shrublet","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","",NA,NA,"","",NA,"",NA,0.6,NA,2.75,NA,NA,0.06,0.02,0.3,0.1,0.08,0.425
"Mimosa_bifurca","shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","pink",NA,NA,"","",NA,"",250,0.55,NA,0.95,NA,NA,0.08,NA,0.225,0.1,0.065,0.5
"Mimosa_bifurca_bifurca","thickets","","capitula","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_bifurca_reducta","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_bifurca_hassleriana","","","capitula","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_bifurca_desmanthoides","","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_lepidota","shrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate","8","white",NA,NA,"","",NA,"",225,0.525,NA,2.25,NA,NA,0.13,0.01,0.425,0.1,0.08,0.475
"Mimosa_glycyrrhizoides","shrubs","","capitula","globose","",NA,NA,NA,NA,"campanulate","","pink",NA,NA,"","",NA,"",125,NA,NA,0.95,NA,NA,0.075,NA,0.21,0.07,0.055,0.225
"Mimosa_intricata","subshrubs","","capitula","globose","4-merous",NA,NA,NA,NA,"campanulate subtruncate","8","",NA,NA,"","",NA,"",40,0.425,NA,1.4,NA,NA,0.06,NA,0.22,0.08,0.06,0.2
"Mimosa_strobiliflora","shrubs","","capitula","subglobose","4-merous",NA,NA,NA,NA,"campanulate","8","pink",NA,NA,"","",NA,"",NA,0.875,NA,3.35,NA,NA,0.055,NA,0.375,0.1,0.075,0.45
"Mimosa_barnebiana","Shrubs","","subracemose","","4-merous",NA,NA,NA,NA,"campanulate","8","",NA,NA,"","",NA,"",250,NA,NA,6.5,0.03,NA,0.05,NA,0.22,NA,NA,NA
"Mimosa_auriculata","shrubs","","capitula","subglobose","4-merous",NA,NA,NA,NA,"campanulate subtruncate","8","",NA,NA,"","",NA,"",125,20,NA,3.5,NA,NA,0.065,NA,0.33,0.16,0.1,0.6
"Mimosa_caesalpiniifolia","trees or potentially sarmentose shrubs","","amentiform fl-spikes","","3-merous",NA,NA,NA,NA,"","6","white",NA,NA,"","",NA,"",500,NA,NA,5,NA,NA,0.055,0.015,0.195,0.13,0.08,0.575
"Mimosa_laticifera","trees and bushy treelets","","capitula","globose","3-merous",NA,NA,NA,NA,"campanulate","6","white",NA,NA,"","",NA,"",500,20,NA,0.9,0.9,NA,0.075,NA,0.245,0.15,0.095,0.45
"Mimosa_ceratonia","shrubs","","capitula","globose","3-merous",NA,NA,NA,NA,"campanulate","6","white or cream-colored",NA,NA,"","",NA,"",600,0.425,NA,1.15,NA,NA,0.0725,0.0125,0.23,0.12,NA,0.64
"Mimosa_ceratonia_pseudoobovata","climbing through and over bushes and trees, less often free-standing but then diffusely procumbent","","","","3-merous",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_ceratonia_interior","","","capitula","","3-merous",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_ceratonia_ceratonia","climbing into trees and hedges","","","","3-merous",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_medioxima","shrubs","","capitulate","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_carvalhoi","subarborescent shrubs","","capitula","","3-merous",NA,NA,NA,NA,"campanulate","6","ochroleucous pink",NA,NA,"","",NA,"",250,0.475,NA,0.75,NA,NA,0.07,NA,0.215,0.14,0.1,0.425
"Mimosa_brachystachya","Sarmentose shrubs","","capitula","ellipsoid","3-merous",NA,NA,NA,NA,"campanulate subtruncate","6","pink",NA,NA,"","",NA,"",NA,NA,NA,1.6,NA,NA,0.045,NA,0.225,0.12,0.09,0.5
"Mimosa_guaranitica","subshrubs","woody root-stock","capitula","globose","3-merous",NA,NA,NA,NA,"campanulate","6","pink",NA,NA,"","",NA,"",NA,0.525,NA,4.25,0.01,NA,NA,NA,0.255,0.12,0.1,0.525
"Mimosa_misera","shrublets","knotty root-crown","capitula","globose or plumply ovoid-ellipsoid","3-merous",NA,NA,NA,NA,"","6","",NA,NA,"","",NA,"",NA,0.575,NA,3.75,0.0125,NA,0.03,NA,0.275,0.12,0.1,0.75
"Mimosa_misera_misera","subshrub","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_misera_subinermis","subshrub","","","","",NA,NA,NA,NA,"","","",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa_leptantha","subshrub","","capitula","globose","3-merous",NA,NA,NA,NA,"campanulate","6","pink",NA,NA,"","",NA,"",35,0.45,NA,3,0.06,NA,0.025,NA,0.3,0.1,0.06,0.45
